Year,Month,Immature ,Mature
2008,3,1,9
2008,3,0,16
2008,3,0,15
2008,3,15,186
2008,3,4,38
2008,3,6,54
2008,3,0,1337
2008,3,21,7739
2008,3,124,3326
2008,3,23,2432
2008,3,0,18
2008,3,0,26
2008,3,2,1425
2008,3,194,3969
2008,4,0,0
2008,4,1,2
2008,4,0,0
2008,4,0,17
2008,4,0,21
2008,4,0,1
2008,4,2,77
2008,4,1,315
2008,4,3,555
2008,4,5,457
2008,4,0,7
2008,4,0,6
2008,4,1,14
2008,4,7,533
2008,4,14,1782
2008,4,12,1163
2008,4,2,110
2008,4,0,80
2008,4,0,75
2008,4,0,4
2008,4,12,261
2008,4,3,168
2008,4,4,111
2008,4,0,20
2008,4,0,5
2008,4,3,21
2008,4,26,812
2008,4,4,278
2008,4,11,1527
2008,4,29,4246
2008,4,40,2549
2008,4,86,1188
2008,4,1,28
2008,4,2,92
2008,4,33,606
2008,4,12,400
2008,5,0,0
2008,5,0,0
2008,5,0,2
2008,5,0,0
2008,5,0,20
2008,5,0,23
2008,5,64,189
2008,5,70,46
2008,5,0,2
2008,5,23,1140
2008,5,0,10
2008,5,0,98
2008,5,0,7
2008,5,0,38
2008,5,0,17
2008,5,0,19
2008,5,0,110
2008,5,2,40
2008,5,3,218
2008,5,2,310
2008,5,4,344
2008,5,0,28
2008,5,1,92
2008,5,0,44
2008,5,0,2
2008,5,5,40
2008,5,31,669
2008,5,10,503
2008,5,4,116
2008,5,0,13
2008,5,0,1
2008,5,0,9
2008,5,0,42
2008,5,4,151
2008,5,29,233
2008,5,0,45
2008,5,18,1213
2008,5,0,26
2008,5,2,307
2008,5,4,615
2008,5,0,10
2008,5,3,103
2008,5,116,2128
2008,6,0,0
2008,6,0,0
2008,6,0,30
2008,6,0,33
2008,6,0,1
2008,6,105,310
2008,6,18,12
2008,6,3,32
2008,6,0,25
2008,6,0,7
2008,6,0,20
2008,6,0,22
2008,6,0,19
2008,6,0,6
2008,6,23,1152
2008,6,1,31
2008,6,0,25
2008,6,0,23
2008,6,2,143
2008,6,0,245
2008,6,0,6
2008,6,0,150
2008,6,3,78
2008,6,0,12
2008,6,0,10
2008,6,0,23
2008,6,1,99
2008,6,1,84
2008,6,2,161
2008,6,0,25
2008,6,0,72
2008,6,0,106
2008,6,0,5
2008,6,2,12
2008,6,1,32
2008,6,0,9
2008,6,2,53
2008,6,1,30
2008,6,12,23
2008,6,0,154
2008,6,0,1
2008,6,0,1
2008,6,9,566
2008,6,0,35
2008,6,1,110
2008,6,2,223
2008,6,1,56
2008,6,2,87
2008,6,6,108
2008,7,0,2
2008,7,0,9
2008,7,0,7
2008,7,102,256
2008,7,8,16
2008,7,0,36
2008,7,1,3
2008,7,4,6
2008,7,1,12
2008,7,0,9
2008,7,0,21
2008,7,1,149
2008,7,0,102
2008,7,0,35
2008,7,0,49
2008,7,0,118
2008,7,0,14
2008,7,7,100
2008,7,3,148
2008,7,1,47
2008,7,6,170
2008,7,0,14
2008,7,0,39
2008,7,1,196
2008,7,0,239
2008,7,1,159
2008,7,0,1
2008,7,17,10
2008,7,4,17
2008,7,0,23
2008,7,0,241
2008,7,0,173
2008,7,0,88
2008,7,5,18
2008,7,0,3
2008,7,0,3
2008,7,0,17
2008,7,0,20
2008,7,0,1
2008,7,0,5
2008,7,0,11
2008,8,0,1
2008,8,0,21
2008,8,0,43
2008,8,25,63
2008,8,0,1
2008,8,0,11
2008,8,0,0
2008,8,25,46
2008,8,51,90
2008,8,1,5
2008,8,0,13
2008,8,0,5
2008,8,0,16
2008,8,0,17
2008,8,0,19
2008,8,0,44
2008,8,0,38
2008,8,0,8
2008,8,0,21
2008,8,0,71
2008,8,11,165
2008,8,0,99
2008,8,0,109
2008,8,0,65
2008,8,0,36
2008,8,0,44
2008,8,0,32
2008,8,0,153
2008,8,0,99
2008,8,0,7
2008,8,1,63
2008,9,0,26
2008,9,0,12
2008,9,0,11
2008,9,0,128
2008,9,0,1
2008,9,0,56
2008,9,61,152
2008,9,0,18
2008,9,0,1
2008,9,0,1
2008,9,40,71
2008,9,0,1
2008,9,0,5
2008,9,0,580
2008,9,0,108
2008,9,0,183
2008,9,0,9
2008,9,0,1
2008,9,0,67
2008,9,0,57
2008,9,0,7
2008,9,0,49
2008,9,0,12
2008,9,0,6
2008,9,0,7
2008,9,0,2
2008,9,0,153
2008,9,1,7
2008,9,0,69
2008,9,0,341
2008,9,0,116
2008,9,0,38
2008,10,0,0
2008,10,0,4
2008,10,0,43
2008,10,0,576
2008,10,0,121
2008,10,0,103
2008,10,0,95
2008,10,0,36
2008,10,0,7
2008,10,0,36
2008,10,0,177
2008,10,0,47
2008,10,0,44
2008,10,1,43
2008,10,0,30
2008,10,0,4
2008,10,0,71
2008,10,0,120
2008,10,0,25
2008,10,0,120
2008,10,0,26
2008,10,0,17
2008,10,0,3
2008,10,1,160
2008,10,0,118
2008,10,1,129
2008,10,0,26
2008,10,0,38
2008,10,0,36
2008,10,0,29
2008,10,5,132
2008,10,27,1236
2008,10,0,12
2008,10,23,151
2008,10,0,133
2008,11,0,12
2008,11,0,0
2008,11,0,28
2008,11,0,24
2008,11,0,17
2008,11,56,9
2008,11,15,0
2008,11,0,8
2008,11,0,560
2008,11,0,234
2008,11,0,83
2008,11,0,5
2008,11,0,19
2008,11,0,10
2008,11,2,43
2008,11,0,45
2008,11,0,422
2008,11,1,104
2008,11,0,14
2008,11,0,626
2008,11,0,56
2008,11,0,7
2008,11,0,30
2008,11,2,114
2008,11,5,351
2008,11,14,336
2008,11,0,69
2008,11,0,39
2008,11,0,2
2008,11,0,79
2008,11,0,1
2008,11,2,66
2008,11,1,35
2008,11,0,3
2008,11,0,82
2008,11,0,60
2008,11,0,82
2008,11,1,143
2008,11,0,2
2008,11,0,20
2008,11,0,51
2008,11,0,14
2008,11,0,1
2008,11,2,66
2008,11,63,2984
2008,11,20,131
2008,11,77,3495
2008,11,8,578
2008,11,1,90
2008,11,234,1803
2008,11,11,71
2008,11,1,13
2008,12,0,66
2008,12,0,0
2008,12,0,87
2008,12,0,18
2008,12,0,3
2008,12,0,29
2008,12,0,917
2008,12,0,67
2008,12,0,13
2008,12,0,322
2008,12,0,20
2008,12,0,7
2008,12,0,101
2008,12,5,122
2008,12,0,2
2008,12,0,192
2008,12,18,1520
2008,12,0,389
2008,12,0,14
2008,12,0,41
2008,12,0,477
2008,12,0,34
2008,12,0,61
2008,12,4,187
2008,12,5,337
2008,12,5,107
2008,12,0,123
2008,12,0,46
2008,12,0,4
2008,12,0,97
2008,12,0,5
2008,12,0,34
2008,12,0,107
2008,12,4,131
2008,12,3,111
2008,12,0,8
2008,12,0,18
2008,12,1,171
2008,12,0,8
2008,12,0,39
2008,12,0,16
2008,12,1,78
2008,12,0,19
2008,12,0,348
2008,12,0,70
2008,12,21,579
2008,12,137,6484
2008,12,11,77
2008,12,61,2768
2008,12,38,2574
2008,12,727,5603
2008,12,48,310
2008,12,0,14
2009,1,1,0
2009,1,0,0
2009,1,0,3
2009,1,0,31
2009,1,0,0
2009,1,0,72
2009,1,0,1
2009,1,0,11
2009,1,2,1096
2009,1,0,132
2009,1,0,4
2009,1,3,80
2009,1,0,40
2009,1,0,20
2009,1,1,54
2009,1,0,63
2009,1,1,115
2009,1,33,539
2009,1,0,363
2009,1,0,15
2009,1,0,13
2009,1,2,36
2009,1,0,30
2009,1,2,162
2009,1,5,42
2009,1,22,99
2009,1,1,7
2009,1,0,23
2009,1,10,39
2009,1,0,1
2009,1,2,79
2009,1,1,36
2009,1,1,76
2009,1,3,155
2009,1,37,456
2009,1,23,245
2009,1,0,1
2009,1,0,13
2009,1,0,44
2009,1,0,5
2009,1,0,217
2009,1,6,110
2009,1,23,325
2009,1,1,34
2009,1,4,301
2009,1,14,151
2009,1,25,1605
2009,1,0,1
2009,1,39,656
2009,1,27,1897
2009,1,2,1392
2009,1,0,80
2009,1,6,67
2009,1,272,3305
2009,1,71,527
2009,2,0,0
2009,2,0,6
2009,2,0,62
2009,2,0,4
2009,2,1,16
2009,2,1,22
2009,2,0,34
2009,2,0,53
2009,2,3,125
2009,2,0,36
2009,2,0,37
2009,2,6,104
2009,2,0,8
2009,2,0,2
2009,2,0,8
2009,2,0,8
2009,2,0,1
2009,2,0,18
2009,2,1,55
2009,2,1,7
2009,2,0,8
2009,2,15,58
2009,2,5,79
2009,2,3,145
2009,2,10,337
2009,2,1,46
2009,2,9,467
2009,2,39,479
2009,2,1,8
2009,2,3,135
2009,2,0,103
2009,2,0,13
2009,2,1,624
2009,2,6,115
2009,2,1,22
2009,2,4,98
2009,2,1,90
2009,2,0,1
2009,2,0,1
2009,2,0,10
2009,2,9,150
2009,2,0,12
2009,2,0,14
2009,2,17,211
2009,2,156,1899
2009,2,562,4151
2009,2,6,3
2009,3,0,3
2009,3,20,226
2009,3,6,175
2009,3,1,59
2009,3,0,9
2009,3,0,15
2009,3,0,7
2009,3,2,31
2009,3,0,21
2009,3,9,294
2009,3,13,254
2009,3,0,19
2009,3,0,8
2009,3,0,5
2009,3,0,1
2009,3,0,2
2009,3,2,9
2009,3,24,399
2009,3,6,275
2009,3,8,261
2009,3,1,82
2009,3,5,239
2009,3,15,190
2009,3,1,8
2009,3,1,5
2009,3,0,124
2009,3,7,402
2009,3,1,249
2009,3,0,62
2009,3,1,304
2009,3,8,160
2009,3,5,75
2009,3,0,7
2009,3,4,120
2009,3,1,98
2009,3,0,9
2009,3,0,3
2009,3,2,27
2009,3,0,2
2009,3,0,64
2009,3,7,122
2009,3,1,53
2009,3,4,54
2009,3,98,1192
2009,3,409,3017
2009,3,60,34
2009,4,0,0
2009,4,0,10
2009,4,0,17
2009,4,4,120
2009,4,30,800
2009,4,2,56
2009,4,0,24
2009,4,0,1
2009,4,0,22
2009,4,0,8
2009,4,0,9
2009,4,1,330
2009,4,27,1385
2009,4,3,147
2009,4,9,202
2009,4,1,68
2009,4,2,37
2009,4,2,26
2009,4,1,68
2009,4,4,70
2009,4,10,940
2009,4,7,377
2009,4,0,29
2009,4,0,22
2009,4,7,165
2009,4,49,395
2009,4,13,72
2009,4,1,48
2009,4,1,197
2009,4,0,15
2009,4,0,16
2009,4,0,9
2009,4,0,0
2009,4,0,1
2009,4,1,71
2009,4,0,114
2009,4,0,56
2009,4,14,160
2009,4,32,953
2009,4,0,332
2009,4,7,7
2009,4,7,368
2009,4,4,3
2009,5,0,1
2009,5,0,0
2009,5,0,11
2009,5,0,4
2009,5,0,3
2009,5,0,14
2009,5,0,0
2009,5,0,2
2009,5,0,39
2009,5,0,15
2009,5,0,10
2009,5,0,1
2009,5,0,4
2009,5,0,3
2009,5,0,9
2009,5,6,188
2009,5,0,5
2009,5,6,287
2009,5,10,456
2009,5,2,34
2009,5,1,64
2009,5,2,30
2009,5,1,24
2009,5,1,73
2009,5,0,11
2009,5,12,197
2009,5,15,1449
2009,5,21,1076
2009,5,0,79
2009,5,0,62
2009,5,0,9
2009,5,4,31
2009,5,3,14
2009,5,6,42
2009,5,4,204
2009,5,1,261
2009,5,0,10
2009,5,0,11
2009,5,0,9
2009,5,4,248
2009,5,0,55
2009,5,32,1602
2009,5,113,1856
2009,6,0,14
2009,6,0,1
2009,6,0,12
2009,6,0,3
2009,6,0,35
2009,6,0,0
2009,6,0,25
2009,6,0,11
2009,6,0,3
2009,6,0,8
2009,6,0,10
2009,6,0,11
2009,6,0,1
2009,6,0,58
2009,6,18,578
2009,6,0,21
2009,6,3,159
2009,6,4,83
2009,6,3,178
2009,6,10,177
2009,6,11,187
2009,6,2,123
2009,6,2,27
2009,6,0,48
2009,6,2,120
2009,6,0,14
2009,6,0,4
2009,6,3,62
2009,6,19,151
2009,6,2,12
2009,6,31,231
2009,6,6,265
2009,6,0,59
2009,6,0,1
2009,6,0,1
2009,6,0,23
2009,6,0,88
2009,6,0,22
2009,6,0,47
2009,6,1,74
2009,6,98,1613
2009,7,4,147
2009,7,0,8
2009,7,0,12
2009,7,0,5
2009,7,0,28
2009,7,0,2
2009,7,0,2
2009,7,9,423
2009,7,0,57
2009,7,0,7
2009,7,0,9
2009,7,0,5
2009,7,0,13
2009,7,0,2
2009,7,1,78
2009,7,0,28
2009,7,6,300
2009,7,0,63
2009,7,1,66
2009,7,4,325
2009,7,3,111
2009,7,4,8
2009,7,0,10
2009,7,3,491
2009,7,23,894
2009,7,13,834
2009,7,15,650
2009,7,3,442
2009,7,0,32
2009,7,0,37
2009,7,0,8
2009,7,1,177
2009,7,2,206
2009,7,0,32
2009,7,0,6
2009,7,0,2
2009,7,0,8
2009,7,0,2
2009,7,0,7
2009,7,0,4
2009,7,3,167
2009,8,0,19
2009,8,0,16
2009,8,4,136
2009,8,0,402
2009,8,0,5
2009,8,3,133
2009,8,0,103
2009,8,0,6
2009,8,0,4
2009,8,0,1
2009,8,21,15
2009,8,0,9
2009,8,0,4
2009,8,0,12
2009,8,2,76
2009,8,0,10
2009,8,0,21
2009,8,30,24
2009,8,18,87
2009,8,0,11
2009,8,0,153
2009,8,2,96
2009,8,1,144
2009,8,7,345
2009,8,2,138
2009,8,1,43
2009,8,0,6
2009,8,2,308
2009,8,16,622
2009,8,12,769
2009,8,6,249
2009,8,1,122
2009,8,0,17
2009,8,0,13
2009,8,0,23
2009,8,0,103
2009,8,1,62
2009,8,0,6
2009,9,0,10
2009,9,0,43
2009,9,0,23
2009,9,6,211
2009,9,0,32
2009,9,0,27
2009,9,0,2
2009,9,0,11
2009,9,0,40
2009,9,0,1
2009,9,0,4
2009,9,0,2
2009,9,0,2
2009,9,0,8
2009,9,0,25
2009,9,3,104
2009,9,1,317
2009,9,0,63
2009,9,1,153
2009,9,8,269
2009,9,0,338
2009,9,0,62
2009,9,19,93
2009,9,0,54
2009,9,2,180
2009,9,1,449
2009,9,1,55
2009,9,0,61
2009,9,4,192
2009,9,2,197
2009,9,4,129
2009,9,3,454
2009,9,4,165
2009,9,1,93
2009,9,0,8
2009,9,0,2
2009,9,0,3
2009,9,0,180
2009,9,1,215
2009,9,0,38
2009,9,0,2
2009,9,0,6
2009,9,0,77
2009,9,0,24
2009,10,0,94
2009,10,0,29
2009,10,0,14
2009,10,0,2
2009,10,0,21
2009,10,0,4
2009,10,0,5
2009,10,5,523
2009,10,0,255
2009,10,1,562
2009,10,1,69
2009,10,0,73
2009,10,2,151
2009,10,3,78
2009,10,2,55
2009,10,0,19
2009,10,0,284
2009,10,2,795
2009,10,0,752
2009,10,1,95
2009,10,2,180
2009,10,19,311
2009,10,174,761
2009,10,24,232
2009,10,0,73
2009,10,2,722
2009,10,0,582
2009,10,0,169
2009,10,2,103
2009,10,0,21
2009,10,0,12
2009,10,0,1
2009,10,0,245
2009,10,0,6
2009,10,1,178
2009,10,0,10
2009,11,27,29
2009,11,0,33
2009,11,0,38
2009,11,0,40
2009,11,0,30
2009,11,3,207
2009,11,9,937
2009,11,0,113
2009,11,0,84
2009,11,1,70
2009,11,1,199
2009,11,1,82
2009,11,6,167
2009,11,12,276
2009,11,0,1
2009,11,0,48
2009,11,0,1159
2009,11,1,622
2009,11,0,87
2009,11,2,137
2009,11,2,176
2009,11,21,350
2009,11,150,657
2009,11,15,141
2009,11,0,13
2009,11,0,112
2009,11,0,75
2009,11,0,89
2009,11,1,72
2009,11,1,42
2009,11,3,146
2009,11,0,33
2009,11,0,1
2009,11,0,16
2009,11,1,67
2009,11,100,2759
2009,11,5,178
2009,11,1,43
2009,11,0,36
2009,11,7,522
2009,12,26,28
2009,12,0,35
2009,12,0,341
2009,12,0,0
2009,12,0,1
2009,12,0,0
2009,12,0,101
2009,12,0,25
2009,12,0,2
2009,12,8,542
2009,12,4,389
2009,12,0,73
2009,12,0,25
2009,12,0,15
2009,12,0,39
2009,12,1,75
2009,12,1,40
2009,12,3,62
2009,12,0,15
2009,12,0,340
2009,12,1,237
2009,12,0,36
2009,12,0,1
2009,12,1,131
2009,12,9,146
2009,12,36,155
2009,12,27,259
2009,12,0,19
2009,12,0,135
2009,12,8,398
2009,12,23,1020
2009,12,8,399
2009,12,0,1
2009,12,60,1947
2009,12,8,1397
2009,12,131,9820
2010,1,0,6
2010,1,3,30
2010,1,8,26
2010,1,0,0
2010,1,0,0
2010,1,4,34
2010,1,21,28
2010,1,0,41
2010,1,0,0
2010,1,29,526
2010,1,29,175
2010,1,1,6
2010,1,0,2
2010,1,10,63
2010,1,26,170
2010,1,19,93
2010,1,3,18
2010,1,36,45
2010,1,8,375
2010,1,1,66
2010,1,1,11
2010,1,13,204
2010,1,10,74
2010,1,9,71
2010,1,26,99
2010,1,0,2
2010,1,8,162
2010,1,40,400
2010,1,50,620
2010,1,2,85
2010,1,1,46
2010,1,5,94
2010,1,3,186
2010,1,6,3364
2010,1,6,1041
2010,1,107,14291
2010,1,1,202
2010,2,32,14
2010,2,3,9
2010,2,4,0
2010,2,2,5
2010,2,0,1
2010,2,6,47
2010,2,7,9
2010,2,0,9
2010,2,0,0
2010,2,0,3
2010,2,0,41
2010,2,12,222
2010,2,19,114
2010,2,3,19
2010,2,11,94
2010,2,25,170
2010,2,18,113
2010,2,13,62
2010,2,3,18
2010,2,54,66
2010,2,0,7
2010,2,3,180
2010,2,1,45
2010,2,5,103
2010,2,18,175
2010,2,37,602
2010,2,17,119
2010,2,3,21
2010,2,5,18
2010,2,7,298
2010,2,42,308
2010,2,6,135
2010,2,23,225
2010,2,1,10
2010,2,0,11
2010,2,0,4
2010,2,0,22
2010,2,4,73
2010,2,0,4
2010,2,4,2345
2010,2,0,112
2010,2,51,6744
2010,2,12,2154
2010,3,7,25
2010,3,10,34
2010,3,0,49
2010,3,0,2
2010,3,0,0
2010,3,0,8
2010,3,16,135
2010,3,0,1
2010,3,0,0
2010,3,2,45
2010,3,2,9
2010,3,0,3
2010,3,26,234
2010,3,24,162
2010,3,37,241
2010,3,7,33
2010,3,7,51
2010,3,115,142
2010,3,0,3
2010,3,0,22
2010,3,2,69
2010,3,21,443
2010,3,35,334
2010,3,26,426
2010,3,12,88
2010,3,2,13
2010,3,9,32
2010,3,14,652
2010,3,72,528
2010,3,6,132
2010,3,8,84
2010,3,3,34
2010,3,0,15
2010,3,11,204
2010,3,3,56
2010,3,1,36
2010,3,0,13
2010,3,0,0
2010,3,0,13
2010,3,0,98
2010,3,0,13
2010,3,0,27
2010,3,34,268
2010,3,9,1163
2010,3,18,3201
2010,3,86,188
2010,3,0,5
2010,4,0,2
2010,4,0,10
2010,4,0,19
2010,4,0,2
2010,4,0,2
2010,4,0,21
2010,4,0,22
2010,4,2,91
2010,4,3,51
2010,4,15,142
2010,4,12,88
2010,4,1,20
2010,4,7,43
2010,4,8,41
2010,4,5,240
2010,4,0,37
2010,4,1,155
2010,4,5,120
2010,4,0,22
2010,4,4,29
2010,4,0,18
2010,4,27,1794
2010,4,0,151
2010,4,1,169
2010,4,2,71
2010,4,0,1
2010,4,74,998
2010,4,0,82
2010,4,0,37
2010,4,0,18
2010,4,0,8
2010,4,12,36
2010,4,0,6
2010,4,26,119
2010,4,231,907
2010,4,0,141
2010,4,1,165
2010,4,8,320
2010,5,0,2
2010,5,0,77
2010,5,0,30
2010,5,0,6
2010,5,0,23
2010,5,0,4
2010,5,0,10
2010,5,0,46
2010,5,1,15
2010,5,3,146
2010,5,8,139
2010,5,7,71
2010,5,2,12
2010,5,2,9
2010,5,4,178
2010,5,2,233
2010,5,2,50
2010,5,2,144
2010,5,10,66
2010,5,0,1
2010,5,0,53
2010,5,10,668
2010,5,0,25
2010,5,1,58
2010,5,12,388
2010,5,2,100
2010,5,0,9
2010,5,17,236
2010,5,0,33
2010,5,1,236
2010,5,3,99
2010,5,0,1
2010,5,1,2
2010,5,15,59
2010,6,0,11
2010,6,9,228
2010,6,3,517
2010,6,0,71
2010,6,1,22
2010,6,3,54
2010,6,3,32
2010,6,0,3
2010,6,0,7
2010,6,0,118
2010,6,0,3
2010,6,0,11
2010,6,1,90
2010,6,1,7
2010,6,0,37
2010,6,6,186
2010,6,6,268
2010,6,0,74
2010,6,0,4
2010,6,0,188
2010,6,9,371
2010,6,7,23
2010,7,0,34
2010,7,0,7
2010,7,0,10
2010,7,0,104
2010,7,0,321
2010,7,12,14
2010,7,0,3
2010,7,1,3
2010,7,0,28
2010,7,0,5
2010,7,1,25
2010,7,4,272
2010,7,0,1
2010,7,1,307
2010,7,1,26
2010,7,2,9
2010,7,2,161
2010,7,2,134
2010,7,0,19
2010,7,0,1
2010,7,0,205
2010,7,0,72
2010,7,5,19
2010,8,2,17
2010,8,0,160
2010,8,0,32
2010,8,0,688
2010,8,964,1185
2010,8,0,1
2010,8,0,1
2010,8,0,1
2010,8,10,9
2010,8,0,21
2010,8,220,0
2010,8,0,1
2010,8,0,79
2010,8,0,585
2010,8,0,2
2010,8,0,3
2010,8,0,8
2010,8,24,623
2010,8,2,138
2010,8,1,63
2010,8,0,5
2010,8,0,16
2010,8,0,115
2010,8,0,92
2010,8,0,3
2010,8,1,315
2010,8,0,5
2010,8,1,104
2010,8,1,187
2010,8,0,6
2010,8,0,52
2010,8,1,2
2010,8,2,18
2010,8,0,26
2010,8,1,56
2010,8,0,2
2010,8,1,3
2010,9,5,36
2010,9,0,13
2010,9,26,31
2010,9,12,40
2010,9,0,5
2010,9,0,14
2010,9,0,4
2010,9,11,10
2010,9,0,16
2010,9,22,111
2010,9,33,869
2010,9,2,151
2010,9,9,470
2010,9,0,88
2010,9,6,220
2010,9,0,19
2010,9,0,296
2010,9,1,60
2010,9,0,56
2010,9,0,6
2010,9,5,404
2010,9,39,3370
2010,9,2,773
2010,9,2,75
2010,9,0,67
2010,9,10,39
2010,9,9,110
2010,9,1,50
2010,10,0,9
2010,10,0,3
2010,10,0,10
2010,10,2,45
2010,10,1,22
2010,10,0,42
2010,10,0,10
2010,10,0,9
2010,10,0,7
2010,10,23,687
2010,10,69,2312
2010,10,15,236
2010,10,29,564
2010,10,6,198
2010,10,6,341
2010,10,0,23
2010,10,1,22
2010,10,4,36
2010,10,10,190
2010,10,33,1539
2010,10,29,1168
2010,10,19,850
2010,10,0,65
2010,10,1,24
2010,10,26,161
2010,10,29,166
2010,10,1,5
2010,10,5,53
2010,10,7,58
2010,10,0,1
2010,10,0,21
2010,11,1,8
2010,11,2,37
2010,11,0,40
2010,11,0,1
2010,11,8,175
2010,11,0,9
2010,11,0,2
2010,11,72,2142
2010,11,61,2036
2010,11,1,18
2010,11,12,233
2010,11,19,633
2010,11,5,289
2010,11,1,78
2010,11,1,26
2010,11,2,16
2010,11,63,1195
2010,11,38,1773
2010,11,7,270
2010,11,6,259
2010,11,0,8
2010,11,1,80
2010,11,1,30
2010,11,3,19
2010,11,6,32
2010,11,0,8
2010,11,49,172
2010,11,23,235
2010,11,0,2
2010,11,0,1
2010,11,1,0
2010,11,0,1
2010,11,0,24
2010,11,1262,2535
2010,11,0,21
2010,11,0,14
2010,11,1946,4145
2010,11,0,28
2010,12,0,5
2010,12,1,20
2010,12,0,171
2010,12,0,1
2010,12,0,4
2010,12,0,1
2010,12,4,88
2010,12,12,10
2010,12,0,2
2010,12,3,23
2010,12,0,4
2010,12,57,1681
2010,12,14,464
2010,12,24,367
2010,12,26,501
2010,12,3,95
2010,12,2,151
2010,12,1,46
2010,12,0,11
2010,12,2,16
2010,12,49,921
2010,12,37,1726
2010,12,11,439
2010,12,4,159
2010,12,0,70
2010,12,2,48
2010,12,14,91
2010,12,4,22
2010,12,0,9
2010,12,34,640
2010,12,157,543
2010,12,27,274
2010,12,0,3
2010,12,2,1
2010,12,0,102
2010,12,0,71
2010,12,0,272
2010,12,1764,3544
2010,12,0,7
2010,12,0,17
2010,12,3179,6768
2010,12,0,2
2011,1,0,0
2011,1,1,21
2011,1,6,6
2011,1,3,5
2011,1,2,186
2011,1,0,1
2011,1,0,20
2011,1,1,15
2011,1,0,16
2011,1,3,6
2011,1,2,27
2011,1,0,0
2011,1,9,46
2011,1,5,19
2011,1,9,234
2011,1,34,361
2011,1,11,143
2011,1,4,59
2011,1,5,16
2011,1,0,1
2011,1,2,44
2011,1,0,9
2011,1,5,81
2011,1,0,5
2011,1,7,40
2011,1,79,24
2011,1,1,31
2011,1,15,94
2011,1,15,243
2011,1,120,737
2011,1,562,615
2011,1,0,1
2011,1,2,42
2011,1,25,551
2011,1,4,45
2011,1,5,82
2011,1,3389,17963
2011,1,74,550
2011,2,0,12
2011,2,1,102
2011,2,0,5
2011,2,3,27
2011,2,0,4
2011,2,2,9
2011,2,4,100
2011,2,5,50
2011,2,1,13
2011,2,19,69
2011,2,1,13
2011,2,0,4
2011,2,1,5
2011,2,0,5
2011,2,0,0
2011,2,22,131
2011,2,47,744
2011,2,39,241
2011,2,11,13
2011,2,20,300
2011,2,29,505
2011,2,26,575
2011,2,4,47
2011,2,10,33
2011,2,5,73
2011,2,199,1057
2011,2,935,6925
2011,3,0,1
2011,3,0,0
2011,3,0,0
2011,3,1,3
2011,3,3,10
2011,3,5,123
2011,3,1,16
2011,3,0,5
2011,3,4,56
2011,3,19,69
2011,3,2,32
2011,3,1,28
2011,3,3,13
2011,3,0,1
2011,3,67,406
2011,3,33,522
2011,3,63,389
2011,3,16,17
2011,3,18,267
2011,3,19,327
2011,3,16,347
2011,3,4,48
2011,3,4,59
2011,3,7,470
2011,3,154,818
2011,3,706,5231
2011,4,0,0
2011,4,0,1
2011,4,0,0
2011,4,0,0
2011,4,0,11
2011,4,0,0
2011,4,0,1
2011,4,0,17
2011,4,0,42
2011,4,5,27
2011,4,2,178
2011,4,1,291
2011,4,8,816
2011,4,51,904
2011,4,14,132
2011,4,3,129
2011,4,12,243
2011,4,11,230
2011,4,0,3
2011,4,0,59
2011,4,0,6
2011,4,0,0
2011,5,0,0
2011,5,0,24
2011,5,0,5
2011,5,0,22
2011,5,0,0
2011,5,0,8
2011,5,0,10
2011,5,0,44
2011,5,18,96
2011,5,6,610
2011,5,1,257
2011,5,5,491
2011,5,6,109
2011,5,1,8
2011,5,2,83
2011,5,4,83
2011,5,5,112
2011,6,0,0
2011,6,4,9
2011,6,0,4
2011,6,0,7
2011,6,0,0
2011,6,3,107
2011,6,0,0
2011,6,7,319
2011,6,0,20
2011,6,0,18
2011,6,1,166
2011,6,18,100
2011,6,1,45
2011,6,0,30
2011,6,7,755
2011,6,1,153
2011,6,4,421
2011,6,15,262
2011,6,3,34
2011,6,0,30
2011,6,1,29
2011,6,1,18
2011,6,11,229
2011,6,0,40
2011,7,0,5
2011,7,0,8
2011,7,0,47
2011,7,2,111
2011,7,0,327
2011,7,56,1066
2011,7,33,1746
2011,7,2,94
2011,7,9,97
2011,7,2,52
2011,7,15,55
2011,7,24,574
2011,7,64,1379
2011,7,12,466
2011,7,1,442
2011,7,0,106
2011,7,0,26
2011,7,0,3
2011,7,0,16
2011,7,0,16
2011,8,0,160
2011,8,0,12
2011,8,0,1
2011,8,0,7
2011,8,14,241
2011,8,0,1
2011,8,0,14
2011,8,0,8
2011,8,0,33
2011,8,2,44
2011,8,0,1
2011,8,0,20
2011,8,62,1181
2011,8,14,763
2011,8,1,71
2011,8,4,38
2011,8,3,64
2011,8,29,706
2011,8,222,4802
2011,8,4,160
2011,8,0,16
2011,8,0,22
2011,8,0,8
2011,8,0,18
2011,9,0,24
2011,9,0,86
2011,9,0,14
2011,9,21,366
2011,9,24,1338
2011,9,5,441
2011,9,3,90
2011,9,21,803
2011,9,0,193
2011,9,7,140
2011,9,0,23
2011,9,46,972
2011,9,177,3387
2011,9,31,1625
2011,9,3,191
2011,9,1,14
2011,9,2,38
2011,9,11,42
2011,9,17,195
2011,9,27,642
2011,9,63,1359
2011,9,2,59
2011,9,0,32
2011,9,0,10
2011,9,0,4
2011,10,1,82
2011,10,0,30
2011,10,1,39
2011,10,0,0
2011,10,1,352
