Year,Month,Immature ,Mature
2005,1,0,2
2005,1,0,8
2005,1,0,1
2005,1,0,45
2005,1,1,2
2005,1,4,13
2005,1,0,1
2005,1,0,135
2005,1,10,1002
2005,1,8,161
2005,1,11,431
2005,1,3,27
2005,1,0,13
2005,1,5,79
2005,1,3,43
2005,1,1,6
2005,1,6,87
2005,1,8,207
2005,1,0,16
2005,1,37,167
2005,1,5,25
2005,1,38,2835
2005,1,103,3504
2005,1,115,2239
2005,1,26,455
2005,1,462,14003
2005,2,0,3
2005,2,0,2
2005,2,1,3
2005,2,0,2
2005,2,0,6
2005,2,3,11
2005,2,0,69
2005,2,2,169
2005,2,4,99
2005,2,4,30
2005,2,1,21
2005,2,2,93
2005,2,6,57
2005,2,0,5
2005,2,0,5
2005,2,0,4
2005,2,0,5
2005,2,1,8
2005,2,1,14
2005,2,1,89
2005,2,0,30
2005,2,0,2
2005,2,1,70
2005,2,0,21
2005,2,0,48
2005,2,32,812
2005,2,65,298
2005,2,31,1047
2005,2,43,3274
2005,2,38,1313
2005,2,9,174
2005,2,18,313
2005,2,1,127
2005,2,52,3936
2005,2,506,15326
2005,3,0,15
2005,3,0,2
2005,3,0,2
2005,3,0,1
2005,3,0,3
2005,3,0,5
2005,3,0,23
2005,3,1,34
2005,3,2,16
2005,3,14,226
2005,3,2,47
2005,3,1,49
2005,3,0,8
2005,3,0,15
2005,3,0,30
2005,3,441,14779
2005,3,35,2643
2005,3,0,17
2005,3,49,842
2005,3,24,3998
2005,3,120,9023
2005,3,448,13559
2005,4,0,7
2005,4,0,15
2005,4,0,13
2005,4,0,38
2005,4,0,3
2005,4,0,14
2005,4,6,157
2005,4,24,787
2005,4,1,27
2005,4,0,3
2005,4,10,147
2005,4,4,35
2005,4,280,24631
2005,4,11,915
2005,4,25,619
2005,4,9,144
2005,4,18,113
2005,4,472,78150
2005,4,70,10305
2005,4,91,3695
2005,4,0,165
2005,5,0,3
2005,5,0,12
2005,5,0,3
2005,5,0,7
2005,5,0,2
2005,5,0,48
2005,5,0,21
2005,5,0,4
2005,5,0,29
2005,5,0,12
2005,5,0,39
2005,5,7,164
2005,5,12,398
2005,5,8,105
2005,5,1,50
2005,5,0,2
2005,5,1,11
2005,5,476,41845
2005,5,92,7465
2005,5,5,89
2005,5,64,10624
2005,5,257,37992
2005,5,201,8154
2005,6,0,1
2005,6,0,4
2005,6,0,25
2005,6,0,33
2005,6,0,19
2005,6,0,6
2005,6,1,153
2005,6,0,22
2005,6,5,349
2005,6,1,168
2005,6,5,26
2005,6,0,1
2005,6,1,44
2005,6,2,75
2005,6,0,22
2005,6,0,30
2005,6,0,14
2005,6,1,47
2005,6,4,167
2005,6,1,13
2005,6,0,130
2005,6,58,5076
2005,6,15,1203
2005,6,0,7
2005,6,8,133
2005,6,3,426
2005,6,10,1497
2005,6,169,6846
2005,7,0,2
2005,7,0,23
2005,7,0,11
2005,7,0,10
2005,7,0,1
2005,7,12,93
2005,7,13,720
2005,7,0,22
2005,7,0,51
2005,7,7,17
2005,7,17,5118
2005,8,0,2
2005,8,0,12
2005,8,3,24
2005,8,6,351
2005,8,1,98
2005,8,0,37
2005,8,0,242
2005,8,0,24
2005,8,38,32
2005,8,5,14
2005,8,3,5
2005,8,0,73
2005,8,2,715
2005,9,0,4
2005,9,0,31
2005,9,0,2
2005,9,0,152
2005,9,0,104
2005,9,152,125
2005,9,18,44
2005,9,0,20
2005,9,0,72
2005,9,0,248
2005,9,1,3
2005,9,0,0
2005,10,5,22
2005,10,0,116
2005,10,0,47
2005,10,0,7
2005,10,0,1
2005,10,0,16
2005,10,0,123
2005,10,19,372
2005,10,0,48
2005,10,0,5
2005,10,0,41
2005,10,0,64
2005,10,0,81
2005,10,0,13
2005,10,0,30
2005,10,0,127
2005,10,0,2
2005,10,1,65
2005,11,0,9
2005,11,42,188
2005,11,0,5
2005,11,4,36
2005,11,19,127
2005,11,0,41
2005,11,0,253
2005,11,2,40
2005,11,0,4
2005,11,0,23
2005,11,0,6
2005,11,0,81
2005,11,0,26
2005,11,74,8221
2005,12,0,16
2005,12,3,15
2005,12,42,283
2005,12,1,58
2005,12,0,17
2005,12,1,11
2005,12,2,138
2005,12,0,1
2005,12,0,143
2005,12,3,56
2005,12,1,44
2005,12,0,15
2005,12,1,2216
2005,12,130,513
2005,12,31,202
2005,12,1,1183
2005,12,83,9220
2006,1,0,110
2006,1,0,0
2006,1,0,31
2006,1,2,37
2006,1,19,205
2006,1,13,151
2006,1,3,109
2006,1,6,98
2006,1,0,11
2006,1,0,41
2006,1,0,112
2006,1,2,89
2006,1,2,70
2006,1,12,96
2006,1,0,90
2006,1,0,6
2006,1,10,206
2006,1,0,2
2006,1,17,1534
2006,1,16,787
2006,1,2,298
2006,1,0,277
2006,1,4,694
2006,1,2,293
2006,1,0,143
2006,1,0,38
2006,1,118,3190
2006,1,23,3698
2006,1,20,1974
2006,1,0,567
2006,1,0,121
2006,1,0,39
2006,1,3,182
2006,1,0,4
2006,1,0,26
2006,1,39,1102
2006,1,121,5369
2006,1,133,9468
2006,1,255,3539
2006,1,196,1644
2006,1,0,12
2006,1,0,94
2006,1,0,73
2006,1,1,172
2006,1,0,471
2006,1,97,5291
2006,1,514,10232
2006,1,246,12472
2006,1,15,1177
2006,1,0,2
2006,1,0,3
2006,1,0,44
2006,1,0,20
2006,1,10,620
2006,1,106,5014
2006,1,198,4601
2006,1,160,6223
2006,1,0,13
2006,1,0,18
2006,1,1,9
2006,1,0,48
2006,1,2,48
2006,1,0,12
2006,1,0,2569
2006,1,0,5561
2006,1,18,75
2006,1,176,972
2006,1,4,250
2006,1,57,4343
2006,1,58,16170
2006,1,0,71
2006,2,0,16
2006,2,0,3
2006,2,4,50
2006,2,2,85
2006,2,3,45
2006,2,0,9
2006,2,0,38
2006,2,1,25
2006,2,1,33
2006,2,23,180
2006,2,1,98
2006,2,0,42
2006,2,0,15
2006,2,1,41
2006,2,1,77
2006,2,1,193
2006,2,1,198
2006,2,0,321
2006,2,60,1619
2006,2,2,289
2006,2,2,182
2006,2,0,182
2006,2,0,114
2006,2,7,376
2006,2,3,260
2006,2,54,1539
2006,2,53,2344
2006,2,32,2278
2006,2,77,1073
2006,2,70,581
2006,2,0,352
2006,2,0,303
2006,2,0,25
2006,2,1,139
2006,2,101,5471
2006,2,147,2936
2006,2,135,6872
2006,2,63,5101
2006,2,0,108
2006,2,0,27
2006,2,0,36
2006,2,0,61
2006,2,26,1638
2006,2,31,1455
2006,2,103,2385
2006,2,92,3601
2006,2,0,532
2006,2,0,1
2006,2,1,23
2006,2,74,2157
2006,2,1,7766
2006,2,0,2755
2006,2,175,964
2006,2,4,221
2006,2,13,1015
2006,2,116,32513
2006,3,0,8
2006,3,0,21
2006,3,0,1
2006,3,0,13
2006,3,0,9
2006,3,0,6
2006,3,0,55
2006,3,0,20
2006,3,0,82
2006,3,0,3
2006,3,0,21
2006,3,24,642
2006,3,3,406
2006,3,1,72
2006,3,0,56
2006,3,0,16
2006,3,5,298
2006,3,0,24
2006,3,0,19
2006,3,11,320
2006,3,16,690
2006,3,13,919
2006,3,132,1831
2006,3,241,2020
2006,3,0,4
2006,3,0,127
2006,3,0,32
2006,3,0,7
2006,3,0,27
2006,3,21,880
2006,3,82,4461
2006,3,228,4535
2006,3,66,3340
2006,3,15,1229
2006,3,0,6
2006,3,0,365
2006,3,0,727
2006,3,0,1580
2006,3,0,50
2006,3,0,31
2006,3,42,2673
2006,3,38,1797
2006,3,24,555
2006,3,11,424
2006,3,0,52
2006,3,0,1
2006,3,0,40
2006,3,0,23
2006,3,221,6455
2006,3,0,18
2006,3,1,8078
2006,3,0,2992
2006,3,13,53
2006,3,171,946
2006,3,42,2478
2006,3,125,9611
2006,3,60,16820
2006,4,0,1
2006,4,0,1
2006,4,0,2
2006,4,8,80
2006,4,8,16
2006,4,0,27
2006,4,3,60
2006,4,0,28
2006,4,5,32
2006,4,0,13
2006,4,0,2
2006,4,0,18
2006,4,0,36
2006,4,0,28
2006,4,13,254
2006,4,21,1081
2006,4,8,308
2006,4,25,1062
2006,4,3,602
2006,4,29,238
2006,4,0,93
2006,4,0,46
2006,4,48,2520
2006,4,119,6809
2006,4,91,2112
2006,4,1,40
2006,4,0,249
2006,4,7,1942
2006,4,114,3995
2006,4,105,1271
2006,4,0,208
2006,4,0,28
2006,4,1,35
2006,4,8,72
2006,4,147,13475
2006,4,0,271
2006,4,0,804
2006,4,33,3217
2006,4,12,94
2006,4,7,1880
2006,4,239,17384
2006,4,12,10403
2006,5,0,12
2006,5,0,2
2006,5,0,27
2006,5,1,154
2006,5,4,75
2006,5,1,12
2006,5,106,612
2006,5,0,76
2006,5,4,95
2006,5,0,69
2006,5,0,39
2006,5,8,162
2006,5,23,1187
2006,5,21,844
2006,5,9,384
2006,5,3,540
2006,5,2,13
2006,5,0,3
2006,5,58,3055
2006,5,86,4879
2006,5,127,2948
2006,5,3,126
2006,5,1,326
2006,5,49,1718
2006,5,13,157
2006,5,0,38
2006,5,3,141
2006,5,0,14
2006,5,188,17259
2006,5,0,210
2006,5,0,4961
2006,5,23,2221
2006,5,19,5164
2006,5,66,4759
2006,5,8,7211
2006,6,0,61
2006,6,1,204
2006,6,0,95
2006,6,9,162
2006,6,9,127
2006,6,0,5
2006,6,3,92
2006,6,1,74
2006,6,18,107
2006,6,0,54
2006,6,3,88
2006,6,0,39
2006,6,1,408
2006,6,16,210
2006,6,9,173
2006,6,22,1099
2006,6,16,636
2006,6,20,835
2006,6,9,1565
2006,6,31,261
2006,6,0,5
2006,6,0,262
2006,6,0,9
2006,6,0,26
2006,6,0,353
2006,6,27,1429
2006,6,15,875
2006,6,35,806
2006,6,2,110
2006,6,0,14
2006,6,60,11
2006,6,98,49
2006,6,0,2
2006,6,0,30
2006,6,0,6
2006,6,229,21097
2006,6,0,2958
2006,6,0,279
2006,6,3,263
2006,6,12,3169
2006,6,9,674
2006,6,8,6502
2006,7,0,2
2006,7,0,1
2006,7,1,117
2006,7,0,75
2006,7,0,136
2006,7,2,76
2006,7,2,244
2006,7,4,338
2006,7,0,76
2006,7,0,18
2006,7,0,3
2006,7,0,4
2006,7,0,111
2006,7,0,232
2006,7,0,110
2006,7,0,42
2006,7,3,233
2006,7,0,14
2006,7,0,3
2006,7,1,131
2006,7,5,217
2006,7,12,410
2006,7,6,351
2006,7,0,144
2006,7,0,159
2006,7,0,15
2006,7,0,55
2006,7,0,9
2006,7,0,5
2006,7,14,446
2006,7,52,144
2006,7,15,100
2006,7,0,4
2006,7,0,5
2006,7,0,8
2006,7,0,27
2006,7,0,49
2006,7,140,104
2006,7,0,18
2006,7,0,1
2006,7,0,14
2006,7,0,6
2006,7,20,2644
2006,7,0,30
2006,7,0,1192
2006,7,0,143
2006,7,20,1166
2006,8,0,3
2006,8,0,4
2006,8,0,123
2006,8,0,305
2006,8,5,189
2006,8,0,6
2006,8,0,167
2006,8,0,44
2006,8,0,26
2006,8,0,5
2006,8,0,184
2006,8,0,7
2006,8,0,4
2006,8,0,15
2006,8,3,157
2006,8,0,1
2006,8,0,14
2006,8,0,5
2006,8,0,36
2006,8,0,190
2006,8,0,50
2006,8,0,42
2006,8,0,12
2006,8,0,19
2006,8,0,34
2006,8,5,253
2006,8,8,261
2006,8,2,199
2006,8,3,172
2006,8,0,47
2006,8,0,88
2006,8,0,113
2006,8,0,66
2006,8,0,23
2006,8,2,71
2006,8,65,184
2006,8,8,54
2006,8,0,0
2006,8,0,9
2006,8,0,10
2006,8,0,71
2006,8,66,50
2006,8,0,0
2006,8,3,167
2006,9,0,30
2006,9,0,63
2006,9,0,235
2006,9,0,4
2006,9,1,112
2006,9,0,36
2006,9,0,11
2006,9,0,10
2006,9,1,0
2006,9,0,19
2006,9,3,151
2006,9,0,0
2006,9,0,1
2006,9,2,153
2006,9,1,199
2006,9,0,190
2006,9,0,16
2006,9,0,317
2006,9,32,89
2006,9,36,24
2006,9,0,185
2006,9,0,45
2006,9,0,2
2006,9,0,12
2006,9,1,35
2006,9,0,35
2006,9,0,45
2006,9,4,207
2006,9,0,4
2006,9,2,116
2006,9,0,76
2006,9,0,7
2006,9,0,2
2006,9,0,119
2006,9,0,54
2006,9,0,76
2006,9,0,8
2006,9,17,48
2006,9,2,12
2006,9,0,15
2006,9,0,43
2006,9,0,29
2006,9,0,3
2006,9,0,36
2006,9,0,48
2006,9,11,8
2006,9,0,9
2006,9,0,42
2006,9,0,45
2006,9,0,5
2006,9,0,49
2006,10,0,0
2006,10,0,3
2006,10,0,2
2006,10,0,6
2006,10,0,4
2006,10,9,39
2006,10,0,20
2006,10,0,49
2006,10,0,234
2006,10,0,48
2006,10,1,344
2006,10,0,8
2006,10,1,83
2006,10,0,13
2006,10,0,77
2006,10,0,19
2006,10,0,14
2006,10,1,59
2006,10,2,346
2006,10,0,298
2006,10,0,146
2006,10,0,2
2006,10,0,296
2006,10,0,35
2006,10,0,256
2006,10,0,151
2006,10,1,362
2006,10,0,439
2006,10,0,282
2006,10,0,151
2006,10,0,1
2006,10,0,3
2006,10,0,24
2006,10,0,24
2006,10,0,43
2006,10,0,363
2006,10,0,37
2006,10,0,5
2006,10,0,28
2006,10,1,1506
2006,10,0,149
2006,11,0,11
2006,11,0,2
2006,11,0,47
2006,11,0,48
2006,11,0,0
2006,11,0,62
2006,11,1,374
2006,11,0,14
2006,11,1,253
2006,11,1,223
2006,11,2,176
2006,11,0,103
2006,11,0,13
2006,11,0,112
2006,11,0,72
2006,11,1,156
2006,11,1,208
2006,11,1,641
2006,11,0,331
2006,11,0,236
2006,11,0,95
2006,11,0,184
2006,11,0,509
2006,11,0,18
2006,11,0,18
2006,11,0,24
2006,11,0,124
2006,11,0,40
2006,11,0,35
2006,11,0,135
2006,11,1,81
2006,11,1,783
2006,11,0,287
2006,12,0,5
2006,12,0,8
2006,12,0,59
2006,12,0,0
2006,12,0,6
2006,12,0,35
2006,12,0,15
2006,12,0,0
2006,12,0,0
2006,12,0,0
2006,12,0,78
2006,12,0,189
2006,12,0,10
2006,12,0,13
2006,12,0,33
2006,12,0,66
2006,12,0,188
2006,12,2,194
2006,12,1,219
2006,12,0,74
2006,12,0,6
2006,12,0,27
2006,12,0,131
2006,12,0,364
2006,12,0,150
2006,12,2,510
2006,12,0,193
2006,12,0,55
2006,12,0,51
2006,12,0,39
2006,12,0,503
2006,12,0,18
2006,12,0,22
2006,12,0,25
2006,12,0,81
2006,12,0,34
2006,12,0,269
2006,12,0,480
2006,12,5,748
2006,12,2,150
2007,1,2,14
2007,1,1,7
2007,1,1,0
2007,1,0,0
2007,1,0,25
2007,1,0,35
2007,1,0,19
2007,1,0,2
2007,1,0,129
2007,1,0,7
2007,1,37,74
2007,1,132,500
2007,1,0,67
2007,1,62,358
2007,1,29,276
2007,1,0,64
2007,1,25,2347
2007,1,29,4787
2007,1,5,54
2007,1,1,48
2007,1,181,421
2007,1,164,1145
2007,1,0,30
2007,1,12,152
2007,1,3,65
2007,1,1,24
2007,1,2,2019
2007,1,24,4484
2007,1,0,93
2007,1,4,982
2007,1,0,1265
2007,1,0,244
2007,1,0,45
2007,1,1,192
2007,1,5,1542
2007,1,1,259
2007,1,0,59
2007,1,0,10
2007,1,0,30
2007,1,0,7
2007,1,2,241
2007,1,5,1858
2007,1,0,47
2007,1,0,664
2007,1,0,479
2007,1,1,4098
2007,1,12,8743
2007,1,3,5340
2007,1,4,846
2007,1,2,13519
2007,2,0,1
2007,2,0,3
2007,2,0,97
2007,2,0,161
2007,2,2,3
2007,2,6,7
2007,2,0,273
2007,2,51,102
2007,2,4,17
2007,2,50,288
2007,2,22,201
2007,2,0,55
2007,2,6,585
2007,2,8,1276
2007,2,19,202
2007,2,8,553
2007,2,86,201
2007,2,2,16
2007,2,37,457
2007,2,6,138
2007,2,1,51
2007,2,1,882
2007,2,6,1109
2007,2,2,576
2007,2,0,53
2007,2,2,471
2007,2,0,170
2007,2,0,52
2007,2,1,178
2007,2,2,305
2007,2,5,1491
2007,2,1,291
2007,2,0,24
2007,2,0,7
2007,2,0,33
2007,2,0,20
2007,2,36,415
2007,2,7,381
2007,2,10,1080
2007,2,2,689
2007,2,0,0
2007,2,0,10
2007,2,0,1803
2007,2,2,5427
2007,2,11,8486
2007,2,1,978
2007,2,6,1385
2007,2,0,3
2007,2,1,5885
2007,3,0,7
2007,3,50,62
2007,3,8,11
2007,3,7,42
2007,3,38,356
2007,3,0,195
2007,3,0,40
2007,3,4,671
2007,3,64,692
2007,3,2,6
2007,3,58,708
2007,3,5,106
2007,3,9,339
2007,3,0,177
2007,3,3,504
2007,3,1,212
2007,3,0,24
2007,3,1,124
2007,3,0,22
2007,3,39,4941
2007,3,11,1778
2007,3,2,559
2007,3,0,34
2007,3,0,68
2007,3,0,247
2007,3,69,807
2007,3,7,358
2007,3,3,348
2007,3,2,597
2007,3,0,26
2007,3,0,353
2007,3,0,294
2007,3,0,15
2007,3,0,372
2007,3,143,2713
2007,3,0,172
2007,3,2,4589
2007,3,2,1150
2007,3,0,348
2007,3,7,1621
2007,3,0,376
2007,3,6,486
2007,3,4,29581
2007,4,0,8
2007,4,0,9
2007,4,2,166
2007,4,0,47
2007,4,0,171
2007,4,4,33
2007,4,24,207
2007,4,6,235
2007,4,2,447
2007,4,2,635
2007,4,5,1079
2007,4,18,844
2007,4,42,3409
2007,4,38,6760
2007,4,31,1147
2007,4,1,16
2007,4,0,51
2007,4,0,338
2007,4,8,44
2007,4,0,51
2007,4,1,261
2007,4,21,1524
2007,4,43,1528
2007,4,6,166
2007,4,0,27
2007,4,0,4
2007,4,12,58
2007,4,12,33
2007,4,145,21136
2007,4,9,390
2007,4,2,1003
2007,4,0,259
2007,4,350,4689
2007,4,203,9776
2007,4,148,24327
2007,5,0,0
2007,5,4,0
2007,5,0,2
2007,5,0,2
2007,5,0,25
2007,5,0,59
2007,5,1,76
2007,5,1,151
2007,5,23,203
2007,5,2,83
2007,5,2,540
2007,5,1,474
2007,5,2,497
2007,5,0,21
2007,5,1,41
2007,5,11,884
2007,5,9,1633
2007,5,35,1302
2007,5,27,721
2007,5,0,63
2007,5,1,46
2007,5,0,13
2007,5,0,143
2007,5,25,1869
2007,5,27,948
2007,5,3,99
2007,5,19,240
2007,5,38,178
2007,5,4,12
2007,5,229,33456
2007,5,36,1611
2007,5,1,595
2007,5,0,1569
2007,5,90,1212
2007,5,268,12919
2007,5,80,13071
2007,6,0,5
2007,6,4,229
2007,6,2,165
2007,6,0,32
2007,6,51,44
2007,6,0,11
2007,6,0,8
2007,6,0,7
2007,6,0,62
2007,6,2,198
2007,6,37,1481
2007,6,0,53
2007,6,20,14
2007,6,0,25
2007,6,1,93
2007,6,2,195
2007,6,0,146
2007,6,5,46
2007,6,0,61
2007,6,3,103
2007,6,0,31
2007,6,7,5
2007,6,25,218
2007,6,6,216
2007,6,1,191
2007,6,0,108
2007,6,3,585
2007,6,0,232
2007,6,0,56
2007,6,20,381
2007,6,19,970
2007,6,54,871
2007,6,1,38
2007,6,3,128
2007,6,0,21
2007,6,1,129
2007,6,5,205
2007,6,52,1397
2007,6,0,103
2007,6,0,112
2007,6,0,17
2007,6,41,214
2007,6,1,83
2007,6,3,114
2007,6,2,51
2007,6,0,146
2007,6,0,10
2007,6,9,40
2007,6,65,9555
2007,6,71,3179
2007,6,0,13
2007,6,0,1099
2007,6,164,2192
2007,6,74,3557
2007,6,2,305
2007,7,14,224
2007,7,3,194
2007,7,0,26
2007,7,1,5
2007,7,7,2
2007,7,0,15
2007,7,0,1
2007,7,1,0
2007,7,53,38
2007,7,1,30
2007,7,0,77
2007,7,0,44
2007,7,5,131
2007,7,2,7
2007,7,0,24
2007,7,9,537
2007,7,4,163
2007,7,1,132
2007,7,1,80
2007,7,13,248
2007,7,7,204
2007,7,0,4
2007,7,0,75
2007,7,2,196
2007,7,0,56
2007,7,1,96
2007,7,0,35
2007,7,0,1
2007,7,0,3
2007,7,0,1
2007,7,1,693
2007,7,5,370
2007,7,36,1067
2007,7,0,47
2007,7,0,1
2007,7,0,2
2007,7,3,12
2007,7,0,571
2007,7,4,178
2007,7,12,455
2007,7,0,19
2007,7,0,33
2007,7,0,2
2007,7,0,1
2007,7,0,5
2007,7,3,365
2007,7,0,13
2007,7,0,4
2007,7,2,11
2007,7,1,0
2007,8,4,184
2007,8,7,107
2007,8,1,63
2007,8,0,5
2007,8,2,12
2007,8,128,26
2007,8,0,72
2007,8,0,2
2007,8,21,113
2007,8,8,6
2007,8,0,2
2007,8,0,8
2007,8,1,20
2007,8,3,69
2007,8,0,2
2007,8,7,21
2007,8,0,2
2007,8,0,24
2007,8,15,946
2007,8,17,637
2007,8,1,349
2007,8,1,41
2007,8,31,599
2007,8,8,250
2007,8,0,79
2007,8,0,122
2007,8,2,186
2007,8,0,20
2007,8,0,63
2007,8,0,1
2007,8,0,133
2007,8,0,1
2007,8,0,9
2007,8,0,30
2007,8,0,247
2007,8,7,587
2007,8,21,607
2007,8,0,4
2007,8,9,35
2007,8,0,67
2007,8,0,29
2007,8,3,133
2007,8,0,16
2007,8,1,12
2007,8,0,104
2007,8,0,5
2007,8,0,5
2007,8,1,3
2007,8,2,0
2007,9,1,35
2007,9,1,8
2007,9,0,2
2007,9,0,4
2007,9,23,136
2007,9,2,0
2007,9,0,13
2007,9,9,0
2007,9,0,8
2007,9,0,3
2007,9,13,22
2007,9,5,24
2007,9,2,80
2007,9,0,1
2007,9,0,4
2007,9,0,0
2007,9,2,37
2007,9,11,260
2007,9,0,1
2007,9,0,7
2007,9,0,16
2007,9,4,262
2007,9,1,24
2007,9,1,269
2007,9,3,158
2007,9,26,517
2007,9,11,322
2007,9,1,154
2007,9,1,218
2007,9,2,131
2007,9,0,10
2007,9,0,33
2007,9,0,15
2007,9,0,96
2007,9,5,69
2007,9,0,48
2007,9,1,60
2007,9,0,5
2007,9,0,397
2007,9,4,367
2007,9,11,312
2007,9,0,5
2007,9,4,36
2007,9,54,211
2007,9,0,370
2007,9,0,112
2007,9,0,23
2007,9,7,280
2007,9,0,16
2007,9,1,10
2007,9,14,256
2007,9,0,521
2007,9,0,6
2007,10,0,0
2007,10,0,17
2007,10,0,0
2007,10,0,16
2007,10,0,11
2007,10,2,89
2007,10,0,10
2007,10,0,0
2007,10,0,2
2007,10,0,6
2007,10,0,2
2007,10,0,12
2007,10,0,16
2007,10,1,7
2007,10,0,3
2007,10,0,7
2007,10,45,127
2007,10,0,55
2007,10,1,260
2007,10,0,323
2007,10,0,365
2007,10,5,332
2007,10,0,36
2007,10,10,24
2007,10,0,17
2007,10,0,18
2007,10,0,22
2007,10,0,89
2007,10,11,924
2007,10,15,978
2007,10,3,437
2007,10,1,784
2007,10,5,497
2007,10,17,769
2007,10,6,218
2007,10,1,113
2007,10,1,58
2007,10,0,12
2007,10,0,29
2007,10,4,136
2007,10,2,223
2007,10,0,132
2007,10,4,333
2007,10,4,166
2007,10,0,53
2007,10,0,14
2007,10,0,90
2007,10,4,307
2007,10,0,1088
2007,10,0,54
2007,10,1,54
2007,10,0,4
2007,10,0,105
2007,10,4,61
2007,10,2,176
2007,10,0,1501
2007,10,0,2
2007,10,0,7
2007,10,0,182
2007,10,0,4
2007,10,0,32
2007,10,1,6
2007,10,0,28
2007,10,1,12
2007,10,1,14
2007,11,10,32
2007,11,0,47
2007,11,0,1
2007,11,0,13
2007,11,0,0
2007,11,0,18
2007,11,0,8
2007,11,0,48
2007,11,0,16
2007,11,0,3
2007,11,38,426
2007,11,9,217
2007,11,0,71
2007,11,2,800
2007,11,4,887
2007,11,0,72
2007,11,0,259
2007,11,3,201
2007,11,0,20
2007,11,26,61
2007,11,1,39
2007,11,1,277
2007,11,0,512
2007,11,16,1384
2007,11,12,770
2007,11,2,317
2007,11,1,428
2007,11,4,472
2007,11,20,915
2007,11,15,566
2007,11,0,47
2007,11,0,169
2007,11,2,377
2007,11,1,27
2007,11,1,64
2007,11,0,11
2007,11,0,1
2007,11,1,100
2007,11,3,123
2007,11,0,49
2007,11,0,10
2007,11,0,15
2007,11,0,3
2007,11,1,40
2007,11,0,9
2007,11,0,19
2007,11,0,29
2007,11,1,107
2007,11,0,3
2007,11,0,3
2007,11,0,221
2007,11,1,16
2007,11,5,486
2007,11,0,1994
2007,11,0,24
2007,11,0,2593
2007,11,1,0
2007,11,0,2
2007,11,0,49
2007,11,0,545
2007,11,3,30
2007,11,11,877
2007,11,12,158
2007,11,138,1320
2007,12,10,33
2007,12,0,36
2007,12,0,14
2007,12,0,26
2007,12,34,379
2007,12,0,8
2007,12,0,20
2007,12,38,107
2007,12,0,7
2007,12,3,1137
2007,12,4,746
2007,12,0,191
2007,12,0,45
2007,12,1,46
2007,12,0,44
2007,12,28,67
2007,12,1,63
2007,12,6,529
2007,12,4,1150
2007,12,0,577
2007,12,10,863
2007,12,14,891
2007,12,3,324
2007,12,0,54
2007,12,4,429
2007,12,12,574
2007,12,4,161
2007,12,0,38
2007,12,4,1263
2007,12,3,657
2007,12,5,168
2007,12,1,84
2007,12,0,23
2007,12,5,365
2007,12,6,266
2007,12,0,20
2007,12,0,10
2007,12,0,22
2007,12,0,36
2007,12,1,46
2007,12,0,32
2007,12,0,13
2007,12,0,58
2007,12,0,13
2007,12,0,26
2007,12,1,12
2007,12,10,997
2007,12,0,248
2007,12,0,1537
2007,12,216,2790
2007,12,0,44
2007,12,15,138
2007,12,73,5859
2007,12,384,4956
2007,12,9,223
2007,12,36,349
2008,1,26,30
2008,1,0,1
2008,1,0,1
2008,1,0,42
2008,1,0,10
2008,1,0,63
2008,1,0,12
2008,1,0,12
2008,1,0,10
2008,1,0,3
2008,1,0,195
2008,1,0,13
2008,1,10,1372
2008,1,0,253
2008,1,4,21
2008,1,0,137
2008,1,8,319
2008,1,36,349
2008,1,0,10
2008,1,0,9
2008,1,20,736
2008,1,2,675
2008,1,8,934
2008,1,3,598
2008,1,3,202
2008,1,9,248
2008,1,3,217
2008,1,0,64
2008,1,29,218
2008,1,0,116
2008,1,2,7
2008,1,0,18
2008,1,1,216
2008,1,1,260
2008,1,1,73
2008,1,1,91
2008,1,1,7
2008,1,0,198
2008,1,1,66
2008,1,0,1
2008,1,0,80
2008,1,1,109
2008,1,3,510
2008,1,0,529
2008,1,1,3
2008,1,1,1
2008,1,1,14
2008,1,5,565
2008,1,0,156
2008,1,2,69
2008,1,1015,12687
2008,1,0,509
2008,1,28,10377
2008,1,213,5719
2008,1,0,14
2008,1,1,118
2008,1,1,353
2008,2,1,2
2008,2,1,9
2008,2,0,6
2008,2,0,184
2008,2,0,30
2008,2,0,5
2008,2,0,33
2008,2,0,12
2008,2,0,3
2008,2,1,20
2008,2,0,76
2008,2,2,269
2008,2,0,35
2008,2,0,11
2008,2,0,3
2008,2,3,183
2008,2,0,3
2008,2,1,217
2008,2,1,213
2008,2,1,86
2008,2,0,9
2008,2,3,33
2008,2,0,1
2008,2,0,24
2008,2,0,35
2008,2,2,365
2008,2,4,859
2008,2,0,78
2008,2,3,191
2008,2,0,1
2008,2,0,20
2008,2,0,3
2008,2,18,385
2008,2,10,1004
2008,2,0,116
2008,2,183,2286
2008,2,0,1249
2008,2,31,11619
2008,2,248,6673
2008,2,53,5708
2008,2,0,82
2008,2,1,333
2008,3,0,1
2008,3,0,12
2008,3,3,332
2008,3,2,313
2008,3,0,1
2008,3,0,13
2008,3,0,3
2008,3,0,495
2008,3,2,490
2008,3,1,184
2008,3,0,6
2008,3,0,7
2008,3,0,1
2008,3,0,1
2008,3,6,838
2008,3,4,642
2008,3,3,542
2008,3,2,292
2008,3,0,41
2008,3,4,272
2008,3,3,20
2008,3,5,9
2008,3,1,130
2008,3,0,84
2008,3,14,302
2008,3,4,446
2008,3,0,5
2008,3,0,251
